seqnames start end width strand Conc Conc_t39 Conc_t37 Fold p.value FDR X39.1 X39.2 X39.3 X39.4 X37.1 X37.2 X37.3 X37.4 name
chr8 104981829 104982029 201 * 6.1568420595539 6.75487852521162 5.11689389706986 1.50316998165729 8.88197659424288e-20 3.23974450185104e-18 78.8 139.81 96.73 116.67 35.71 24.51 38.12 40.47 chr8:104981829-104982029
chr2 58456708 58456908 201 * 5.33483194997249 5.95032738554535 4.2391532949292 1.5023360294367 8.06461987395273e-15 1.75231537377994e-13 63.73 61.03 50.78 71.79 18.05 18.11 16.13 23.25 chr2:58456708-58456908
chr15 34966006 34966206 201 * 6.36344052494008 6.94659334535413 5.36885598549153 1.5015504088644 2.23275744837227e-24 1.27532051574821e-22 151.8 128.71 105.19 107.69 38.06 39.43 39.59 48.21 chr15:34966006-34966206
chr14 63997745 63997945 201 * 6.26111545029377 6.83022402187924 5.30765797283727 1.50096262280222 6.73987057636387e-24 3.68513791947868e-22 133.26 123.16 111.24 87.5 40.42 33.03 48.39 36.59 chr14:63997745-63997945
chr17 14140362 14140562 201 * 8.28985425664979 8.85569078240146 7.34575634096085 1.50077715515576 1.18243263724103e-70 1.34421241376133e-67 466.98 447.16 481.22 457.69 146.75 191.8 148.09 164.02 chr17:14140362-14140562
chr6 87129974 87130174 201 * 5.82235639006217 6.41532868337416 4.79805668438644 1.50068337045364 8.94175504119179e-20 3.25719444537868e-18 91.54 88.77 87.06 74.04 27.86 26.64 24.93 31.86 chr6:87129974-87130174
chr5 86676504 86676704 201 * 6.04333644839219 6.62273940597176 5.05988767724292 1.50042035369663 5.3654648797767e-22 2.45071800153238e-20 105.45 107.63 84.64 96.47 31.39 35.16 33.72 33.15 chr5:86676504-86676704
chr10 37370981 37371181 201 * 7.78842921674068 8.363440704812 6.8178769420805 1.50036019444893 4.57879078863657e-51 1.68819191369681e-48 322.14 375.04 324.04 296.15 121.64 88.44 120.23 120.97 chr10:37370981-37371181
chr3 97151154 97151354 201 * 7.190106466792 7.76826993034989 6.21031341442258 1.50031919918721 1.51518898874081e-39 2.77449069166497e-37 224.8 238.56 222.48 186.22 71.81 75.65 63.05 85.67 chr3:97151154-97151354
chr4 59652376 59652576 201 * 7.05835797629265 7.63709003666845 6.07688946490061 1.50001767412535 9.69557203497706e-37 1.4668988292697e-34 201.62 205.27 218.85 170.51 63.96 68.2 58.65 79.21 chr4:59652376-59652576
chr6 66361121 66361321 201 * 5.94353303571476 6.51922228626505 4.97100042621144 1.49970773103368 1.49382937933736e-20 5.89544014118332e-19 85.75 92.09 85.85 103.21 28.25 28.77 39.59 28.84 chr6:66361121-66361321
chr8 95288636 95288836 201 * 6.48110761139676 7.04644873761675 5.5384196477825 1.49923006148678 1.20373052309299e-27 8.94070299870093e-26 129.78 132.04 139.05 127.88 41.59 39.43 60.11 44.77 chr8:95288636-95288836
chr18 10842795 10842995 201 * 5.17260019115866 5.78194943265923 4.09686456187507 1.49828535061966 4.15374252888917e-13 7.31628964347122e-12 57.94 57.7 48.36 56.09 21.19 24.51 10.26 12.48 chr18:10842795-10842995
chr10 100485065 100485265 201 * 6.25632274446055 6.84482924939508 5.24563819505334 1.49643524523575 1.51081093180486e-24 8.80779099566666e-23 106.61 110.96 107.61 134.62 40.42 35.16 39.59 36.59 chr10:100485065-100485265
chr11 31663245 31663445 201 * 9.65768708782834 10.2207666897806 8.72141206592412 1.49593376087767 8.13449550573959e-103 5.54847159700242e-99 1216.7 1227.19 1265.93 1063.46 399.06 428.35 429.6 431.35 chr11:31663245-31663445
chr11 109991321 109991521 201 * 6.21496345045144 6.79437106364454 5.23150092479793 1.49582438531679 5.5267748166015e-24 3.04422641664636e-22 112.4 128.71 106.4 96.47 39.24 42.62 32.26 36.16 chr11:109991321-109991521
chr5 64753244 64753444 201 * 7.02818862598664 7.59757720200991 6.0739263888043 1.4952522701122 2.72040316768019e-34 3.38400789783877e-32 172.66 224.13 200.71 177.24 57.68 66.06 70.38 75.34 chr5:64753244-64753444
chr18 4808536 4808736 201 * 5.90824324136174 6.48745150893837 4.92536950357613 1.49406726858765 2.9741784951913e-20 1.13756768228927e-18 89.22 90.99 82.22 96.47 25.9 31.97 32.26 31.43 chr18:4808536-4808736
chr11 76064995 76065195 201 * 7.14897323100706 7.72090876571 6.18736288736679 1.49295987202015 2.24487026971279e-40 4.34385050700383e-38 220.16 204.16 217.64 201.92 67.49 77.79 67.45 78.78 chr11:76064995-76065195
chr14 67074387 67074587 201 * 7.11937363587603 7.70222613849055 6.12568517741244 1.49259095665085 1.13621087799036e-35 1.57894731026127e-33 195.83 217.48 204.34 215.38 84.76 51.15 76.24 67.16 chr14:67074387-67074587
chr4 154883848 154884048 201 * 6.73496042641903 7.30962439031794 5.76542215917609 1.49218822299737 2.39205063980294e-30 2.17546374353901e-28 155.27 181.97 155.97 141.35 49.83 45.82 58.65 63.28 chr4:154883848-154884048
chr15 100119478 100119678 201 * 8.31254476955784 8.88224304563513 7.35739171933093 1.49160536365101 5.20664414480828e-67 4.89849459651382e-64 492.47 527.05 446.16 421.79 172.65 143.85 164.22 175.21 chr15:100119478-100119678
chr15 100320644 100320844 201 * 7.9209313653433 8.48297611849961 6.98757801930683 1.49152652570371 8.49705426451664e-59 4.79649923175828e-56 391.66 376.15 347.01 316.35 117.32 125.74 131.96 132.59 chr15:100320644-100320844
chr8 105773428 105773628 201 * 7.07726065733799 7.67288870279897 6.04478261287144 1.49149372895289 5.96219287905062e-13 1.02652808023385e-11 200.47 258.53 224.89 132.37 55.72 57.54 80.64 70.17 chr8:105773428-105773628
chr15 52836608 52836808 201 * 5.52439176100488 6.12228838139619 4.48487875327085 1.49083061753137 1.34551644266921e-15 3.16198295575415e-14 74.16 76.56 47.16 80.77 23.94 19.18 24.93 21.52 chr15:52836608-52836808
chr15 54166433 54166633 201 * 6.82622807345057 7.41815789127672 5.80512193135876 1.49070956446202 3.6347354064418e-30 3.23784528309992e-28 171.5 193.07 153.56 166.03 70.63 52.21 43.99 56.82 chr15:54166433-54166633
chr5 98735868 98736068 201 * 7.15471419708433 7.73601597015017 6.16564097496931 1.49066121088207 1.02658876008142e-39 1.90107051134445e-37 205.1 216.37 224.89 206.41 73.77 79.92 54.25 79.21 chr5:98735868-98736068
chr4 5130797 5130997 201 * 7.48434417257787 8.05609446199818 6.5232699734734 1.49006340173791 5.56862991281904e-48 1.71999217733642e-45 281.58 260.75 241.82 280.45 88.29 93.77 89.44 96.43 chr4:5130797-5130997
chr2 12998811 12999011 201 * 5.2146653201063 5.81472511320497 4.16840171963304 1.48829763775441 6.6301968182293e-14 1.2951986629329e-12 61.41 47.71 53.2 62.82 16.87 17.05 19.06 18.94 chr2:12998811-12999011
chr2 134419730 134419930 201 * 5.86371320327311 6.4532171260267 4.8500025269966 1.48712023182902 2.22107625618603e-19 7.76248132557997e-18 89.22 73.23 102.77 85.26 29.04 25.57 29.32 31.43 chr2:134419730-134419930
chr17 15058404 15058604 201 * 5.99779919227884 6.59627612527163 4.95647929877205 1.4870387450598 7.19238688145037e-21 2.94352029316797e-19 91.54 92.09 97.94 105.45 29.82 33.03 23.46 37.88 chr17:15058404-15058604
chr5 142362980 142363180 201 * 6.56028832950012 7.13643195422902 5.58642605151473 1.48558486835172 3.86868960995835e-27 2.79731548820407e-25 135.58 140.92 174.11 112.18 52.97 42.62 48.39 48.21 chr5:142362980-142363180
chr4 10206290 10206490 201 * 6.31968886945709 6.9013023871293 5.32968942500099 1.48539403187855 3.48972691414838e-25 2.15250668914815e-23 127.46 119.83 120.91 109.94 46.69 40.49 36.66 37.02 chr4:10206290-10206490
chr7 30965214 30965414 201 * 7.3766560790116 7.93659911493492 6.44921192280507 1.48493384761424 2.86044382156405e-43 6.53994936421338e-41 274.63 229.68 233.36 242.31 79.66 94.83 92.37 82.65 chr7:30965214-30965414
chr19 25228108 25228308 201 * 5.13246220634298 5.7030274743367 4.17481141495087 1.48438193910902 2.64959971010442e-12 4.17303032271997e-11 54.46 53.26 42.32 58.33 11.38 18.11 26.39 16.36 chr19:25228108-25228308
chr1 35930498 35930698 201 * 5.70986910869684 6.31480658131529 4.64822917898019 1.48434722325991 1.02516959519915e-17 3.04909725787228e-16 68.37 78.78 88.26 83.01 25.51 26.64 17.59 30.56 chr1:35930498-35930698
chr11 95432900 95433100 201 * 7.63850942210768 8.21543136157327 6.66236567798782 1.48399995515906 8.04950647559432e-49 2.60419033412597e-46 295.48 321.78 273.26 298.4 101.24 96.97 89.44 117.52 chr11:95432900-95433100
chr13 52944507 52944707 201 * 6.96053573606794 7.52585329300538 6.01791480638896 1.48399311543092 7.6187883756087e-35 9.88281216056969e-33 192.35 173.09 176.53 195.19 54.93 68.2 68.91 67.16 chr13:52944507-52944707
chr9 79673828 79674028 201 * 5.1583554246316 5.77787643827659 4.04941677542346 1.48333224573672 5.80018133548859e-13 1.00031740937859e-11 55.62 67.68 42.32 53.85 17.66 13.85 13.2 21.52 chr9:79673828-79674028
chr4 55984066 55984266 201 * 6.0084388564624 6.599049037449 4.99136193852881 1.48316666862651 7.85136025547435e-20 2.8753543099366e-18 108.92 112.07 72.55 94.23 36.88 27.7 30.79 31.86 chr4:55984066-55984266
chr7 89237213 89237413 201 * 3.89440887424775 4.5193511156961 2.76735868837379 1.48285281611373 2.90830613735913e-07 2.03965183488118e-06 31.29 21.08 16.93 22.44 4.32 8.52 8.8 5.6 chr7:89237213-89237413
chr7 139908177 139908377 201 * 4.85348309513086 5.46532416722638 3.76970545605002 1.48162776104859 1.80210398402876e-11 2.53225773728306e-10 33.6 46.6 47.16 49.36 13.73 13.85 13.2 13.78 chr7:139908177-139908377
chr13 34337108 34337308 201 * 6.19228283306666 6.77661963152876 5.19415831327314 1.48105698684971 1.21055999175695e-22 5.90497889662088e-21 111.24 93.2 103.98 130.13 33.35 33.03 39.59 40.47 chr13:34337108-34337308
chrX 13440135 13440335 201 * 4.82067325523518 5.40984201310229 3.80798039793795 1.4808809886417 2.59854331052713e-10 3.07671587603003e-09 33.6 55.48 33.85 47.12 8.24 15.98 17.59 14.21 chrX:13440135-13440335
chr6 148399063 148399263 201 * 6.21511357912807 6.79849570227986 5.21984435111204 1.48087337691434 7.43290295583086e-21 3.03134299869313e-19 135.58 105.41 125.75 78.53 34.53 33.03 33.72 47.78 chr6:148399063-148399263
chr16 43260989 43261189 201 * 6.28240457326105 6.85923665875276 5.30652446436737 1.48076557236449 3.2717505920821e-24 1.83925863813538e-22 136.73 116.51 112.45 98.72 39.24 34.1 41.05 43.91 chr16:43260989-43261189
chr4 138880886 138881086 201 * 6.0921999425095 6.65992584325843 5.14270754380384 1.48054264108737 1.10226982520356e-21 4.86109307450087e-20 118.19 112.07 97.94 76.28 35.32 31.97 39.59 34.44 chr4:138880886-138881086
chr15 101852651 101852851 201 * 6.21923779468454 6.77883114584686 5.29277363542375 1.48033540124017 1.26180068743278e-22 6.14759809922981e-21 103.13 134.26 107.61 94.23 37.28 40.49 45.45 33.58 chr15:101852651-101852851
chr15 61462761 61462961 201 * 6.20246176002193 6.80183354540076 5.15834974499424 1.47896142014114 6.75862453773213e-22 3.04793485971302e-20 114.72 120.94 89.47 121.15 44.34 29.84 30.79 37.88 chr15:61462761-61462961
chr2 104419762 104419962 201 * 6.18909852819547 6.78533101633499 5.15475050657478 1.47865727674871 4.35632395110563e-22 2.00432530478891e-20 110.08 98.75 95.52 136.86 41.2 39.43 27.86 34.01 chr2:104419762-104419962
chrX 41558125 41558325 201 * 4.97197296945994 5.5681714054746 3.93773038091261 1.4785831913515 8.72707989308884e-12 1.27968508837194e-10 53.3 61.03 35.06 40.38 14.13 12.79 17.59 16.79 chrX:41558125-41558325
chr15 78307853 78308053 201 * 4.97369396108368 5.56258116482972 3.96185538197491 1.4776106722827 1.4267672110352e-11 2.03276454291457e-10 40.56 44.38 43.53 60.58 10.99 13.85 21.99 15.5 chr15:78307853-78308053
chr10 76293361 76293561 201 * 7.26771365684346 7.83052992344154 6.3321828667465 1.47719206602539 1.76488166514708e-36 2.58884102462283e-34 221.32 243 275.68 170.51 84.36 87.38 74.78 75.77 chr10:76293361-76293561
chr8 15223742 15223942 201 * 5.59648984803412 6.1807449594767 4.5986099371444 1.47707324394143 1.8659851869302e-16 4.83417896734525e-15 61.41 69.9 87.06 71.79 21.58 29.84 20.53 24.97 chr8:15223742-15223942
chr2 134091168 134091368 201 * 7.27745407285811 7.85303687164826 6.30523274333552 1.47615086532797 1.2916245038027e-41 2.68326795078058e-39 229.43 246.33 206.76 242.31 82.01 85.24 65.98 83.08 chr2:134091168-134091368
chr5 34609100 34609300 201 * 5.24357859906442 5.83888026723656 4.21210894287811 1.47593812737516 5.76978959988489e-14 1.13388487044461e-12 66.05 53.26 58.04 51.6 17.27 23.44 13.2 20.23 chr5:34609100-34609300
chr7 121697736 121697936 201 * 6.01768957791341 6.58172209221247 5.07871710821249 1.47571454328007 1.2033813610183e-20 4.79075718777767e-19 91.54 108.74 108.82 74.04 32.96 38.36 33.72 30.13 chr7:121697736-121697936
chr14 16954858 16955058 201 * 4.78871156321781 5.41339064404285 3.66254741096536 1.47500180102477 1.13882020846815e-10 1.42354265246376e-09 39.4 42.16 35.06 53.85 11.77 6.39 16.13 16.36 chr14:16954858-16955058
chr8 10017783 10017983 201 * 6.28313388391288 6.87990449290979 5.24711836389022 1.47495442365399 7.25467208910192e-24 3.94815269391677e-22 119.35 123.16 105.19 123.4 43.95 35.16 29.32 43.48 chr8:10017783-10017983
chr18 35809258 35809458 201 * 5.93463421721942 6.53594689647211 4.8844415973957 1.47490692281794 5.18467257442388e-19 1.74781974830795e-17 107.76 87.66 72.55 103.21 34.53 24.51 26.39 32.72 chr18:35809258-35809458
chr8 14812270 14812470 201 * 6.83985199903703 7.40489708648015 5.89800570057181 1.47431138083393 1.66315331677694e-33 1.99312975302357e-31 169.18 169.76 188.62 150.32 60.82 61.8 58.65 57.25 chr8:14812270-14812470
chr6 86900076 86900276 201 * 5.65178420891349 6.22939418959666 4.67361958019412 1.47370888619868 1.86793561022887e-17 5.39302989886572e-16 83.43 75.45 76.17 65.06 24.33 21.31 29.32 27.12 chr6:86900076-86900276
chr15 33545135 33545335 201 * 7.68149716344323 8.25238087522076 6.72292749399878 1.47358514279965 6.16250422886657e-47 1.78867777885446e-44 302.44 356.17 298.65 262.5 116.15 101.23 92.37 112.79 chr15:33545135-33545335
chr2 120007850 120008050 201 * 8.11200278225513 8.66729338645547 7.19752370588424 1.47346057070795 2.46382773532728e-63 1.78466162800242e-60 409.04 417.2 452.21 347.76 139.69 152.37 149.55 145.5 chr2:120007850-120008050
chr17 54168143 54168343 201 * 7.3385907951879 7.91093582628537 6.37579431811593 1.47339073630887 2.70319513252579e-42 5.88455385086086e-40 258.4 247.44 236.98 219.87 82.01 88.44 67.45 94.28 chr17:54168143-54168343
chr12 31992202 31992402 201 * 5.9540708809219 6.5243014813131 4.99738493318044 1.47316478989654 1.19140882136035e-20 4.74690982739995e-19 92.7 89.88 100.36 85.26 29.82 30.9 35.19 31.86 chr12:31992202-31992402
chr15 64240735 64240935 201 * 5.25991751040409 5.85130616649881 4.24046549527387 1.47218579591165 8.76592689771317e-14 1.68387674842694e-12 47.51 71.01 65.29 47.12 18.83 17.05 19.06 20.66 chr15:64240735-64240935
chr19 32552091 32552291 201 * 6.25330544770289 6.85219775582423 5.21069038660213 1.47127998178156 4.22297848075738e-23 2.13895427987916e-21 112.4 110.96 122.12 116.67 45.91 33.03 27.86 41.33 chr19:32552091-32552291
chr18 46805168 46805368 201 * 8.31052848989547 8.87536128358255 7.36928535345056 1.47077987425893 2.78871647904187e-69 2.92157329024158e-66 497.11 501.53 440.11 439.74 178.93 173.69 145.16 163.59 chr18:46805168-46805368
chr3 135546419 135546619 201 * 5.64078578226077 6.22553915907276 4.64141297217011 1.47031708432988 8.95094556636468e-17 2.40842815763483e-15 61.41 77.67 90.68 69.55 25.9 20.25 27.86 25.83 chr3:135546419-135546619
chr6 18822939 18823139 201 * 6.29847001437634 6.86470358694748 5.35324072175215 1.47021786479066 6.43268945454614e-22 2.91217956053129e-20 88.07 114.29 126.96 136.86 34.92 35.16 54.25 39.17 chr6:18822939-18823139
chr2 102189585 102189785 201 * 4.51500219758516 5.12850396148797 3.42583215348266 1.47010708478476 9.43857790142726e-10 1.02843056417695e-08 30.13 38.84 35.06 35.9 9.81 11.72 10.26 11.19 chr2:102189585-102189785
chr4 90452675 90452875 201 * 7.45398993073155 8.0122556075779 6.53123839313965 1.47001805732438 3.8853511772174e-36 5.59894153532431e-34 281.58 295.15 256.33 199.68 76.12 87.38 99.7 106.76 chr4:90452675-90452875
chr4 137989570 137989770 201 * 8.69945398955943 9.26108453063139 7.76726784119331 1.46981540280548 4.04121705740551e-80 7.8756585087071e-77 599.08 657.98 625.11 572.12 234.26 237.62 192.07 207.49 chr4:137989570-137989770
chr11 74584014 74584214 201 * 6.7581789832591 7.3276568303414 5.80366004519645 1.46978173280412 1.4855176181654e-30 1.36619216364558e-28 143.69 183.08 147.51 168.27 56.9 47.95 63.05 55.53 chr11:74584014-74584214
chrX 166246670 166246870 201 * 6.01719718387668 6.6078629748211 4.99995077422304 1.46933632748362 1.56314447852609e-19 5.56766486996689e-18 95.02 123.16 82.22 89.74 38.45 26.64 29.32 33.58 chrX:166246670-166246870
chr3 156870960 156871160 201 * 4.94991587237117 5.56163939029267 3.86651894404918 1.46933364603616 3.25430528827276e-11 4.39623934890928e-10 42.87 54.37 42.32 49.36 10.2 13.85 13.2 21.09 chr3:156870960-156871160
chr2 68796093 68796293 201 * 5.17806818448942 5.78252846654288 4.11794210160875 1.46804916387911 1.20533363396406e-12 1.98906780793532e-11 59.1 67.68 35.06 58.33 16.87 18.11 14.66 19.8 chr2:68796093-68796293
chr11 20361086 20361286 201 * 5.53386293676189 6.11239295378968 4.55299007607492 1.46800433340313 2.24389046117595e-16 5.75902609077976e-15 70.68 76.56 68.92 60.58 23.15 20.25 26.39 24.11 chr11:20361086-20361286
chr10 14527894 14528094 201 * 6.62685739039039 7.20394030945407 5.6502411639761 1.46752206333946 1.9465948520521e-29 1.65501349528037e-27 141.37 153.12 158.39 136.86 55.33 53.28 41.05 51.23 chr10:14527894-14528094
chr9 15101808 15102008 201 * 6.31855748072669 6.89272016097711 5.35048017698223 1.46735765466336 3.58608518656672e-25 2.20861293157015e-23 112.4 122.05 119.7 121.15 39.24 39.43 41.05 43.48 chr9:15101808-15102008
chr15 33250628 33250828 201 * 3.9122382245652 4.56856932468612 2.67413809879133 1.46717663706279 1.93691463681883e-07 1.40423737766393e-06 23.18 29.96 19.35 22.44 5.49 7.46 4.4 8.18 chr15:33250628-33250828
chr2 168958863 168959063 201 * 5.98719065017924 6.55699080039676 5.03174440978112 1.4668475806569 1.31907169292833e-20 5.22591176853229e-19 93.86 87.66 107.61 87.5 32.96 28.77 38.12 31 chr2:168958863-168959063
chr14 74222298 74222498 201 * 5.90293536880254 6.46885916426827 4.95858888257127 1.46670763273679 1.41165133295045e-19 5.05667716644758e-18 84.59 96.53 99.15 74.04 27.47 30.9 33.72 32.29 chr14:74222298-74222498
chr17 7832539 7832739 201 * 6.34283262959514 6.90731638326137 5.40258043361254 1.4656517183379 3.75583445340584e-25 2.31141959282497e-23 120.51 122.05 120.91 116.67 39.24 35.16 51.32 43.48 chr17:7832539-7832739
chrX 163663677 163663877 201 * 7.70098682112841 8.26622682675346 6.7585864271994 1.46562240511007 2.79871911604296e-52 1.14538979183616e-49 302.44 338.42 303.49 287.18 108.69 107.62 99.7 117.09 chrX:163663677-163663877
chr1 194995291 194995491 201 * 6.82507095617998 7.38994100664244 5.88372199167608 1.46521694132555 2.17932924746415e-29 1.83897194055864e-27 158.75 162 172.9 177.24 45.91 55.41 65.98 68.88 chr1:194995291-194995491
chr9 118762846 118763046 201 * 6.35791937786251 6.92345894539782 5.41466685577771 1.46521273518619 3.89888969817348e-24 2.17389659867301e-22 105.45 120.94 124.54 134.62 39.24 54.34 39.59 37.45 chr9:118762846-118763046
chr4 120544319 120544519 201 * 6.94852790658535 7.51889734767287 5.99144178786179 1.46438905759385 6.77488711916267e-31 6.45554465181122e-29 198.15 219.7 147.51 168.27 69.45 65 57.18 62.85 chr4:120544319-120544519
chr5 111541438 111541638 201 * 5.87821865615108 6.45444500236829 4.90411412719688 1.46437674267785 2.23434136463185e-18 7.05023419570091e-17 71.84 97.64 102.77 78.53 25.51 31.97 27.86 34.44 chr5:111541438-111541638
